23.0	4	120.0	97.00	2506.0	14.5	723	"toyoutacoronamarkii(sw)"
28.0	4	98.00	80.00	2164.0	15.0	721	"dodgecolt(sw)"
27.0	4	97.00	88.00	2100.0	16.5	723	"toyotacorolla1600(sw)"
13.0	8	350.0	175.0	4100.0	13.0	731	"buickcentury350"
14.0	8	304.0	150.0	3672.0	11.5	731	"amcmatador"
13.0	8	350.0	145.0	3988.0	13.0	731	"chevroletmalibu"
14.0	8	302.0	137.0	4042.0	14.5	731	"fordgrantorino"
15.0	8	318.0	150.0	3777.0	12.5	731	"dodgecoronetcustom"
12.0	8	429.0	198.0	4952.0	11.5	731	"mercurymarquisbrougham"
13.0	8	400.0	150.0	4464.0	12.0	731	"chevroletcapriceclassic"
13.0	8	351.0	158.0	4363.0	13.0	731	"fordltd"
14.0	8	318.0	150.0	4237.0	14.5	731	"plymouthfurygransedan"
13.0	8	440.0	215.0	4735.0	11.0	731	"chryslernewyorkerbrougham"
12.0	8	455.0	225.0	4951.0	11.0	731	"buickelectra225custom"
13.0	8	360.0	175.0	3821.0	11.0	731	"amcambassadorbrougham"
18.0	6	225.0	105.0	3121.0	16.5	731	"plymouthvaliant"
16.0	6	250.0	100.0	3278.0	18.0	731	"chevroletnovacustom"
18.0	6	232.0	100.0	2945.0	16.0	731	"amchornet"
18.0	6	250.0	88.00	3021.0	16.5	731	"fordmaverick"
23.0	6	198.0	95.00	2904.0	16.0	731	"plymouthduster"
26.0	4	97.00	46.00	1950.0	21.0	732	"volkswagensuperbeetle"
11.0	8	400.0	150.0	4997.0	14.0	731	"chevroletimpala"
12.0	8	400.0	167.0	4906.0	12.5	731	"fordcountry"
13.0	8	360.0	170.0	4654.0	13.0	731	"plymouthcustomsuburb"
12.0	8	350.0	180.0	4499.0	12.5	731	"oldsmobilevistacruiser"
18.0	6	232.0	100.0	2789.0	15.0	731	"amcgremlin"
20.0	4	97.00	88.00	2279.0	19.0	733	"toyotacarina"
21.0	4	140.0	72.00	2401.0	19.5	731	"chevroletvega"
22.0	4	108.0	94.00	2379.0	16.5	733	"datsun610"
18.0	3	70.00	90.00	2124.0	13.5	733	"maxdarx3"
19.0	4	122.0	85.00	2310.0	18.5	731	"fordpinto"
21.0	6	155.0	107.0	2472.0	14.0	731	"mercurycapriv6"
26.0	4	98.00	90.00	2265.0	15.5	732	"fiat124sportcoupe"
15.0	8	350.0	145.0	4082.0	13.0	731	"chevroletmontecarlos"
16.0	8	400.0	230.0	4278.0	9.50	731	"pontiacgrandprix"
29.0	4	68.00	49.00	1867.0	19.5	732	"fiat128"
24.0	4	116.0	75.00	2158.0	15.5	732	"opelmanta"
20.0	4	114.0	91.00	2582.0	14.0	732	"audi100ls"
19.0	4	121.0	112.0	2868.0	15.5	732	"volvo144ea"
15.0	8	318.0	150.0	3399.0	11.0	731	"dodgedartcustom"
24.0	4	121.0	110.0	2660.0	14.0	732	"saab99le"
20.0	6	156.0	122.0	2807.0	13.5	733	"toyotamarkii"
11.0	8	350.0	180.0	3664.0	11.0	731	"oldsmobileomega"
20.0	6	198.0	95.00	3102.0	16.5	741	"plymouthduster"
19.0	6	232.0	100.0	2901.0	16.0	741	"amchornet"
15.0	6	250.0	100.0	3336.0	17.0	741	"chevroletnova"
31.0	4	79.00	67.00	1950.0	19.0	743	"datsunb210"
26.0	4	122.0	80.00	2451.0	16.5	741	"fordpinto"
32.0	4	71.00	65.00	1836.0	21.0	743	"toyotacorolla1200"
25.0	4	140.0	75.00	2542.0	17.0	741	"chevroletvega"
16.0	6	250.0	100.0	3781.0	17.0	741	"chevroletchevellemalibuclassic"
16.0	6	258.0	110.0	3632.0	18.0	741	"amcmatador"
18.0	6	225.0	105.0	3613.0	16.5	741	"plymouthsatellitesebring"
16.0	8	302.0	140.0	4141.0	14.0	741	"fordgrantorino"
13.0	8	350.0	150.0	4699.0	14.5	741	"buickcenturyluxus(sw)"
14.0	8	318.0	150.0	4457.0	13.5	741	"dodgecoronetcustom(sw)"
14.0	8	302.0	140.0	4638.0	16.0	741	"fordgrantorino(sw)"
14.0	8	304.0	150.0	4257.0	15.5	741	"amcmatador(sw)"
29.0	4	98.00	83.00	2219.0	16.5	742	"audifox"
26.0	4	79.00	67.00	1963.0	15.5	742	"volkswagendasher"
26.0	4	97.00	78.00	2300.0	14.5	742	"opelmanta"
31.0	4	76.00	52.00	1649.0	16.5	743	"toyotacorona"
32.0	4	83.00	61.00	2003.0	19.0	743	"datsun710"
28.0	4	90.00	75.00	2125.0	14.5	741	"dodgecolt"
24.0	4	90.00	75.00	2108.0	15.5	742	"fiat128"
26.0	4	116.0	75.00	2246.0	14.0	742	"fiat124tc"
24.0	4	120.0	97.00	2489.0	15.0	743	"hondacivic"
26.0	4	108.0	93.00	2391.0	15.5	743	"subaru"
31.0	4	79.00	67.00	2000.0	16.0	742	"fiatx1.9"
19.0	6	225.0	95.00	3264.0	16.0	751	"plymouthvaliantcustom"
18.0	6	250.0	105.0	3459.0	16.0	751	"chevroletnova"
15.0	6	250.0	72.00	3432.0	21.0	751	"mercurymonarch"
15.0	6	250.0	72.00	3158.0	19.5	751	"fordmaverick"
16.0	8	400.0	170.0	4668.0	11.5	751	"pontiaccatalina"
15.0	8	350.0	145.0	4440.0	14.0	751	"chevroletbelair"
16.0	8	318.0	150.0	4498.0	14.5	751	"plymouthgrandfury"
14.0	8	351.0	148.0	4657.0	13.5	751	"fordltd"
17.0	6	231.0	110.0	3907.0	21.0	751	"buickcentury"
16.0	6	250.0	105.0	3897.0	18.5	751	"chevroeltchevellemalibu"
15.0	6	258.0	110.0	3730.0	19.0	751	"amcmatador"
18.0	6	225.0	95.00	3785.0	19.0	751	"plymouthfury"
21.0	6	231.0	110.0	3039.0	15.0	751	"buickskyhawk"
20.0	8	262.0	110.0	3221.0	13.5	751	"chevroletmonza2+2"
13.0	8	302.0	129.0	3169.0	12.0	751	"fordmustangii"
29.0	4	97.00	75.00	2171.0	16.0	753	"toyotacorolla"
23.0	4	140.0	83.00	2639.0	17.0	751	"fordpinto"
20.0	6	232.0	100.0	2914.0	16.0	751	"amcgremlin"
23.0	4	140.0	78.00	2592.0	18.5	751	"pontiacastro"
24.0	4	134.0	96.00	2702.0	13.5	753	"toyotacorona"
25.0	4	90.00	71.00	2223.0	16.5	752	"volkswagendasher"
24.0	4	119.0	97.00	2545.0	17.0	753	"datsun710"
18.0	6	171.0	97.00	2984.0	14.5	751	"fordpinto"
29.0	4	90.00	70.00	1937.0	14.0	752	"volkswagenrabbit"
19.0	6	232.0	90.00	3211.0	17.0	751	"amcpacer"
23.0	4	115.0	95.00	2694.0	15.0	752	"audi100ls"
23.0	4	120.0	88.00	2957.0	17.0	752	"peugeot504"
22.0	4	121.0	98.00	2945.0	14.5	752	"volvo244dl"
25.0	4	121.0	115.0	2671.0	13.5	752	"saab99le"
33.0	4	91.00	53.00	1795.0	17.5	753	"hondaciviccvcc"
28.0	4	107.0	86.00	2464.0	15.5	762	"fiat131"
25.0	4	116.0	81.00	2220.0	16.9	762	"opel1900"
25.0	4	140.0	92.00	2572.0	14.9	761	"capriii"
26.0	4	98.00	79.00	2255.0	17.7	761	"dodgecolt"
27.0	4	101.0	83.00	2202.0	15.3	762	"renault12tl"
17.5	8	305.0	140.0	4215.0	13.0	761	"chevroletchevellemalibuclassic"
16.0	8	318.0	150.0	4190.0	13.0	761	"dodgecoronetbrougham"
15.5	8	304.0	120.0	3962.0	13.9	761	"amcmatador"
14.5	8	351.0	152.0	4215.0	12.8	761	"fordgrantorino"
22.0	6	225.0	100.0	3233.0	15.4	761	"plymouthvaliant"
22.0	6	250.0	105.0	3353.0	14.5	761	"chevroletnova"
24.0	6	200.0	81.00	3012.0	17.6	761	"fordmaverick"
22.5	6	232.0	90.00	3085.0	17.6	761	"amchornet"
29.0	4	85.00	52.00	2035.0	22.2	761	"chevroletchevette"
24.5	4	98.00	60.00	2164.0	22.1	761	"chevroletwoody"
29.0	4	90.00	70.00	1937.0	14.2	762	"vwrabbit"
33.0	4	91.00	53.00	1795.0	17.4	763	"hondacivic"
20.0	6	225.0	100.0	3651.0	17.7	761	"dodgeaspense"
18.0	6	250.0	78.00	3574.0	21.0	761	"fordgranadaghia"
18.5	6	250.0	110.0	3645.0	16.2	761	"pontiacventurasj"
17.5	6	258.0	95.00	3193.0	17.8	761	"amcpacerd/l"
29.5	4	97.00	71.00	1825.0	12.2	762	"volkswagenrabbit"
32.0	4	85.00	70.00	1990.0	17.0	763	"datsunb-210"
28.0	4	97.00	75.00	2155.0	16.4	763	"toyotacorolla"
26.5	4	140.0	72.00	2565.0	13.6	761	"fordpinto"
20.0	4	130.0	102.0	3150.0	15.7	762	"volvo245"
13.0	8	318.0	150.0	3940.0	13.2	761	"plymouthvolarepremierv8"
19.0	4	120.0	88.00	3270.0	21.9	762	"peugeot504"
19.0	6	156.0	108.0	2930.0	15.5	763	"toyotamarkii"
16.5	6	168.0	120.0	3820.0	16.7	762	"mercedes-benz280s"
16.5	8	350.0	180.0	4380.0	12.1	761	"cadillacseville"
13.0	8	350.0	145.0	4055.0	12.0	761	"chevyc10"
13.0	8	302.0	130.0	3870.0	15.0	761	"fordf108"
13.0	8	318.0	150.0	3755.0	14.0	761	"dodged100"
31.5	4	98.00	68.00	2045.0	18.5	773	"hondaaccordcvcc"
30.0	4	111.0	80.00	2155.0	14.8	771	"buickopelisuzudeluxe"
36.0	4	79.00	58.00	1825.0	18.6	772	"renault5gtl"
25.5	4	122.0	96.00	2300.0	15.5	771	"plymoutharrowgs"
33.5	4	85.00	70.00	1945.0	16.8	773	"datsunf-10hatchback"
17.5	8	305.0	145.0	3880.0	12.5	771	"chevroletcapriceclassic"
17.0	8	260.0	110.0	4060.0	19.0	771	"oldsmobilecutlasssupreme"
15.5	8	318.0	145.0	4140.0	13.7	771	"dodgemonacobrougham"
15.0	8	302.0	130.0	4295.0	14.9	771	"mercurycougarbrougham"
17.5	6	250.0	110.0	3520.0	16.4	771	"chevroletconcours"
20.5	6	231.0	105.0	3425.0	16.9	771	"buickskylark"
19.0	6	225.0	100.0	3630.0	17.7	771	"plymouthvolarecustom"
18.5	6	250.0	98.00	3525.0	19.0	771	"fordgranada"
16.0	8	400.0	180.0	4220.0	11.1	771	"pontiacgrandprixlj"
15.5	8	350.0	170.0	4165.0	11.4	771	"chevroletmontecarlolandau"
15.5	8	400.0	190.0	4325.0	12.2	771	"chryslercordoba"
16.0	8	351.0	149.0	4335.0	14.5	771	"fordthunderbird"
29.0	4	97.00	78.00	1940.0	14.5	772	"volkswagenrabbitcustom"
24.5	4	151.0	88.00	2740.0	16.0	771	"pontiacsunbirdcoupe"
26.0	4	97.00	75.00	2265.0	18.2	773	"toyotacorollaliftback"
25.5	4	140.0	89.00	2755.0	15.8	771	"fordmustangii2+2"
30.5	4	98.00	63.00	2051.0	17.0	771	"chevroletchevette"
33.5	4	98.00	83.00	2075.0	15.9	771	"dodgecoltm/m"
30.0	4	97.00	67.00	1985.0	16.4	773	"subarudl"
30.5	4	97.00	78.00	2190.0	14.1	772	"volkswagendasher"
22.0	6	146.0	97.00	2815.0	14.5	773	"datsun810"
21.5	4	121.0	110.0	2600.0	12.8	772	"bmw320i"
21.5	3	80.00	110.0	2720.0	13.5	773	"mazdarx-4"
43.1	4	90.00	48.00	1985.0	21.5	782	"volkswagenrabbitcustomdiesel"
36.1	4	98.00	66.00	1800.0	14.4	781	"fordfiesta"
32.8	4	78.00	52.00	1985.0	19.4	783	"mazdaglcdeluxe"
39.4	4	85.00	70.00	2070.0	18.6	783	"datsunb210gx"
36.1	4	91.00	60.00	1800.0	16.4	783	"hondaciviccvcc"
19.9	8	260.0	110.0	3365.0	15.5	781	"oldsmobilecutlasssalonbrougham"
19.4	8	318.0	140.0	3735.0	13.2	781	"dodgediplomat"
20.2	8	302.0	139.0	3570.0	12.8	781	"mercurymonarchghia"
19.2	6	231.0	105.0	3535.0	19.2	781	"pontiacphoenixlj"
20.5	6	200.0	95.00	3155.0	18.2	781	"chevroletmalibu"
20.2	6	200.0	85.00	2965.0	15.8	781	"fordfairmont(auto)"
25.1	4	140.0	88.00	2720.0	15.4	781	"fordfairmont(man)"
20.5	6	225.0	100.0	3430.0	17.2	781	"plymouthvolare"
19.4	6	232.0	90.00	3210.0	17.2	781	"amcconcord"
20.6	6	231.0	105.0	3380.0	15.8	781	"buickcenturyspecial"
20.8	6	200.0	85.00	3070.0	16.7	781	"mercuryzephyr"
18.6	6	225.0	110.0	3620.0	18.7	781	"dodgeaspen"
18.1	6	258.0	120.0	3410.0	15.1	781	"amcconcordd/l"
19.2	8	305.0	145.0	3425.0	13.2	781	"chevroletmontecarlolandau"
17.7	6	231.0	165.0	3445.0	13.4	781	"buickregalsportcoupe(turbo)"
18.1	8	302.0	139.0	3205.0	11.2	781	"fordfutura"
17.5	8	318.0	140.0	4080.0	13.7	781	"dodgemagnumxe"
30.0	4	98.00	68.00	2155.0	16.5	781	"chevroletchevette"
27.5	4	134.0	95.00	2560.0	14.2	783	"toyotacorona"
27.2	4	119.0	97.00	2300.0	14.7	783	"datsun510"
30.9	4	105.0	75.00	2230.0	14.5	781	"dodgeomni"
21.1	4	134.0	95.00	2515.0	14.8	783	"toyotacelicagtliftback"
23.2	4	156.0	105.0	2745.0	16.7	781	"plymouthsapporo"
23.8	4	151.0	85.00	2855.0	17.6	781	"oldsmobilestarfiresx"
23.9	4	119.0	97.00	2405.0	14.9	783	"datsun200-sx"
20.3	5	131.0	103.0	2830.0	15.9	782	"audi5000"
17.0	6	163.0	125.0	3140.0	13.6	782	"volvo264gl"
21.6	4	121.0	115.0	2795.0	15.7	782	"saab99gle"
16.2	6	163.0	133.0	3410.0	15.8	782	"peugeot604sl"
31.5	4	89.00	71.00	1990.0	14.9	782	"volkswagenscirocco"
29.5	4	98.00	68.00	2135.0	16.6	783	"hondaaccordlx"
21.5	6	231.0	115.0	3245.0	15.4	791	"pontiaclemansv6"
19.8	6	200.0	85.00	2990.0	18.2	791	"mercuryzephyr6"
22.3	4	140.0	88.00	2890.0	17.3	791	"fordfairmont4"
20.2	6	232.0	90.00	3265.0	18.2	791	"amcconcorddl6"
20.6	6	225.0	110.0	3360.0	16.6	791	"dodgeaspen6"
17.0	8	305.0	130.0	3840.0	15.4	791	"chevroletcapriceclassic"
17.6	8	302.0	129.0	3725.0	13.4	791	"fordltdlandau"
16.5	8	351.0	138.0	3955.0	13.2	791	"mercurygrandmarquis"
18.2	8	318.0	135.0	3830.0	15.2	791	"dodgest.regis"
16.9	8	350.0	155.0	4360.0	14.9	791	"buickestatewagon(sw)"
15.5	8	351.0	142.0	4054.0	14.3	791	"fordcountrysquire(sw)"
19.2	8	267.0	125.0	3605.0	15.0	791	"chevroletmalibuclassic(sw)"
18.5	8	360.0	150.0	3940.0	13.0	791	"chryslerlebarontown@country(sw)"
31.9	4	89.00	71.00	1925.0	14.0	792	"vwrabbitcustom"
34.1	4	86.00	65.00	1975.0	15.2	793	"maxdaglcdeluxe"
35.7	4	98.00	80.00	1915.0	14.4	791	"dodgecolthatchbackcustom"
27.4	4	121.0	80.00	2670.0	15.0	791	"amcspiritdl"
25.4	5	183.0	77.00	3530.0	20.1	792	"mercedesbenz300d"
23.0	8	350.0	125.0	3900.0	17.4	791	"cadillaceldorado"
27.2	4	141.0	71.00	3190.0	24.8	792	"peugeot504"
23.9	8	260.0	90.00	3420.0	22.2	791	"oldsmobilecutlasssalonbrougham"
34.2	4	105.0	70.00	2200.0	13.2	791	"plymouthhorizon"
34.5	4	105.0	70.00	2150.0	14.9	791	"plymouthhorizontc3"
31.8	4	85.00	65.00	2020.0	19.2	793	"datsun210"
37.3	4	91.00	69.00	2130.0	14.7	792	"fiatstradacustom"
28.4	4	151.0	90.00	2670.0	16.0	791	"buickskylarklimited"
28.8	6	173.0	115.0	2595.0	11.3	791	"chevroletcitation"
26.8	6	173.0	115.0	2700.0	12.9	791	"oldsmobileomegabrougham"
33.5	4	151.0	90.00	2556.0	13.2	791	"pontiacphoenix"
41.5	4	98.00	76.00	2144.0	14.7	802	"vwrabbit"
38.1	4	89.00	60.00	1968.0	18.8	803	"toyotacorollatercel"
32.1	4	98.00	70.00	2120.0	15.5	801	"chevroletchevette"
37.2	4	86.00	65.00	2019.0	16.4	803	"datsun310"
28.0	4	151.0	90.00	2678.0	16.5	801	"chevroletcitation"
26.4	4	140.0	88.00	2870.0	18.1	801	"fordfairmont"
24.3	4	151.0	90.00	3003.0	20.1	801	"amcconcord"
19.1	6	225.0	90.00	3381.0	18.7	801	"dodgeaspen"
34.3	4	97.00	78.00	2188.0	15.8	802	"audi4000"
29.8	4	134.0	90.00	2711.0	15.5	803	"toyotacoronaliftback"
31.3	4	120.0	75.00	2542.0	17.5	803	"mazda626"
37.0	4	119.0	92.00	2434.0	15.0	803	"datsun510hatchback"
32.2	4	108.0	75.00	2265.0	15.2	803	"toyotacorolla"
46.6	4	86.00	65.00	2110.0	17.9	803	"mazdaglc"
27.9	4	156.0	105.0	2800.0	14.4	801	"dodgecolt"
40.8	4	85.00	65.00	2110.0	19.2	803	"datsun210"
44.3	4	90.00	48.00	2085.0	21.7	802	"vwrabbitc(diesel)"
43.4	4	90.00	48.00	2335.0	23.7	802	"vwdasher(diesel)"
36.4	5	121.0	67.00	2950.0	19.9	802	"audi5000s(diesel)"
30.0	4	146.0	67.00	3250.0	21.8	802	"mercedes-benz240d"
44.6	4	91.00	67.00	1850.0	13.8	803	"hondacivic1500gl"
33.8	4	97.00	67.00	2145.0	18.0	803	"subarudl"
29.8	4	89.00	62.00	1845.0	15.3	802	"vokswagenrabbit"
32.7	6	168.0	132.0	2910.0	11.4	803	"datsun280-zx"
23.7	3	70.00	100.0	2420.0	12.5	803	"mazdarx-7gs"
35.0	4	122.0	88.00	2500.0	15.1	802	"triumphtr7coupe"
32.4	4	107.0	72.00	2290.0	17.0	803	"hondaaccord"
27.2	4	135.0	84.00	2490.0	15.7	811	"plymouthreliant"
26.6	4	151.0	84.00	2635.0	16.4	811	"buickskylark"
25.8	4	156.0	92.00	2620.0	14.4	811	"dodgearieswagon(sw)"
23.5	6	173.0	110.0	2725.0	12.6	811	"chevroletcitation"
30.0	4	135.0	84.00	2385.0	12.9	811	"plymouthreliant"
39.1	4	79.00	58.00	1755.0	16.9	813	"toyotastarlet"
39.0	4	86.00	64.00	1875.0	16.4	811	"plymouthchamp"
35.1	4	81.00	60.00	1760.0	16.1	813	"hondacivic1300"
32.3	4	97.00	67.00	2065.0	17.8	813	"subaru"
37.0	4	85.00	65.00	1975.0	19.4	813	"datsun210mpg"
37.7	4	89.00	62.00	2050.0	17.3	813	"toyotatercel"
34.1	4	91.00	68.00	1985.0	16.0	813	"mazdaglc4"
34.7	4	105.0	63.00	2215.0	14.9	811	"plymouthhorizon4"
34.4	4	98.00	65.00	2045.0	16.2	811	"fordescort4w"
29.9	4	98.00	65.00	2380.0	20.7	811	"fordescort2h"
33.0	4	105.0	74.00	2190.0	14.2	812	"volkswagenjetta"
33.7	4	107.0	75.00	2210.0	14.4	813	"hondaprelude"
32.4	4	108.0	75.00	2350.0	16.8	813	"toyotacorolla"
32.9	4	119.0	100.0	2615.0	14.8	813	"datsun200sx"
31.6	4	120.0	74.00	2635.0	18.3	813	"mazda626"
28.1	4	141.0	80.00	3230.0	20.4	812	"peugeot505sturbodiesel"
30.7	6	145.0	76.00	3160.0	19.6	812	"volvodiesel"
25.4	6	168.0	116.0	2900.0	12.6	813	"toyotacressida"
24.2	6	146.0	120.0	2930.0	13.8	813	"datsun810maxima"
22.4	6	231.0	110.0	3415.0	15.8	811	"buickcentury"
26.6	8	350.0	105.0	3725.0	19.0	811	"oldsmobilecutlassls"
20.2	6	200.0	88.00	3060.0	17.1	811	"fordgranadagl"
17.6	6	225.0	85.00	3465.0	16.6	811	"chryslerlebaronsalon"
28.0	4	112.0	88.00	2605.0	19.6	821	"chevroletcavalier"
27.0	4	112.0	88.00	2640.0	18.6	821	"chevroletcavalierwagon"
34.0	4	112.0	88.00	2395.0	18.0	821	"chevroletcavalier2-door"
31.0	4	112.0	85.00	2575.0	16.2	821	"pontiacj2000sehatchback"
29.0	4	135.0	84.00	2525.0	16.0	821	"dodgeariesse"
27.0	4	151.0	90.00	2735.0	18.0	821	"pontiacphoenix"
24.0	4	140.0	92.00	2865.0	16.4	821	"fordfairmontfutura"
36.0	4	105.0	74.00	1980.0	15.3	822	"volkswagenrabbitl"
37.0	4	91.00	68.00	2025.0	18.2	823	"mazdaglccustoml"
31.0	4	91.00	68.00	1970.0	17.6	823	"mazdaglccustom"
38.0	4	105.0	63.00	2125.0	14.7	821	"plymouthhorizonmiser"
36.0	4	98.00	70.00	2125.0	17.3	821	"mercurylynxl"
36.0	4	120.0	88.00	2160.0	14.5	823	"nissanstanzaxe"
36.0	4	107.0	75.00	2205.0	14.5	823	"hondaaccord"
34.0	4	108.0	70.00	2245	16.9	823	"toyotacorolla"
38.0	4	91.00	67.00	1965.0	15.0	823	"hondacivic"
32.0	4	91.00	67.00	1965.0	15.7	823	"hondacivic(auto)"
38.0	4	91.00	67.00	1995.0	16.2	823	"datsun310gx"
25.0	6	181.0	110.0	2945.0	16.4	821	"buickcenturylimited"
38.0	6	262.0	85.00	3015.0	17.0	821	"oldsmobilecutlassciera(diesel)"
26.0	4	156.0	92.00	2585.0	14.5	821	"chryslerlebaronmedallion"
22.0	6	232.0	112.0	2835	14.7	821	"fordgranadal"
32.0	4	144.0	96.00	2665.0	13.9	823	"toyotacelicagt"
36.0	4	135.0	84.00	2370.0	13.0	821	"dodgecharger2.2"
27.0	4	151.0	90.00	2950.0	17.3	821	"chevroletcamaro"
27.0	4	140.0	86.00	2790.0	15.6	821	"fordmustanggl"
44.0	4	97.00	52.00	2130.0	24.6	822	"vwpickup"
32.0	4	135.0	84.00	2295.0	11.6	821	"dodgerampage"
28.0	4	120.0	79.00	2625.0	18.6	821	"fordranger"
